=== 지오코딩 실패 항목 리스트 (주소 검색 기준) ===
시도 횟수: 8724건 / 성공: 1264건 / 실패: 7460건
--------------------------------------------------------------------------------
행 0 | 도로명: 서울특별시 은평구 증산로3길 20 | 지번: nan | 사유: 검색 결과 없음
행 2083 | 도로명: 서울특별시 종로구 동순라길8 | 지번: 서울특별시 종로구 인의동 167 | 사유: 검색 결과 없음
행 2084 | 도로명: 서울특별시 종로구 동순라길82-7 | 지번: 서울특별시 종로구 원남동 243-8 | 사유: 검색 결과 없음
행 2085 | 도로명: 서울특별시 종로구 동순라길82-9 | 지번: 서울특별시 종로구 원남동 258 | 사유: 검색 결과 없음
행 2086 | 도로명: 서울특별시 종로구 동순라길84 | 지번: 서울특별시 종로구 훈정동 4-1 | 사유: 검색 결과 없음
행 2087 | 도로명: 서울특별시 종로구 동순라길84 | 지번: 서울특별시 종로구 원남동 263 | 사유: 검색 결과 없음
행 2088 | 도로명: 서울특별시 종로구 동순라길86-11 | 지번: 서울특별시 종로구 원남동 243-8 | 사유: 검색 결과 없음
행 2089 | 도로명: 서울특별시 종로구 동순라길86-13 | 지번: 서울특별시 종로구 원남동 256-1 | 사유: 검색 결과 없음
행 2090 | 도로명: 서울특별시 종로구 동순라길96 | 지번: 서울특별시 종로구 원남동 264-1 | 사유: 검색 결과 없음
행 2091 | 도로명: 서울특별시 종로구 삼봉로42 | 지번: 서울특별시 종로구 청진동 216-1 | 사유: 검색 결과 없음
행 2092 | 도로명: 서울특별시 종로구 삼봉로53 | 지번: 서울특별시 종로구 수송동 67-4 | 사유: 검색 결과 없음
행 2093 | 도로명: 서울특별시 종로구 삼봉로57 | 지번: 서울특별시 종로구 수송동 68-1 | 사유: 검색 결과 없음
행 2094 | 도로명: 서울특별시 종로구 삼봉로80-10 | 지번: 서울특별시 종로구 청진동 36 | 사유: 검색 결과 없음
행 2095 | 도로명: 서울특별시 종로구 삼봉로80-14 | 지번: 서울특별시 종로구 청진동 48-1 | 사유: 검색 결과 없음
행 2096 | 도로명: 서울특별시 종로구 삼봉로80-14 | 지번: 서울특별시 종로구 청진동 36-1 | 사유: 검색 결과 없음
행 2097 | 도로명: 서울특별시 종로구 삼봉로98 | 지번: 서울특별시 종로구 공평동 125-1 | 사유: 검색 결과 없음
행 2098 | 도로명: 서울특별시 종로구 삼일대로17길46 | 지번: 서울특별시 종로구 관철동 19-16 | 사유: 검색 결과 없음
행 2099 | 도로명: 서울특별시 종로구 삼일대로17길8 | 지번: 서울특별시 종로구 관철동 5-7 | 사유: 검색 결과 없음
행 2100 | 도로명: 서울특별시 종로구 삼일대로17길8 | 지번: 서울특별시 종로구 관철동 5-7 | 사유: 검색 결과 없음
행 2101 | 도로명: 서울특별시 종로구 삼일대로19길15 | 지번: 서울특별시 종로구 관철동 13-1 | 사유: 검색 결과 없음
행 2102 | 도로명: 서울특별시 종로구 삼일대로19길16 | 지번: 서울특별시 종로구 관철동 14-1 | 사유: 검색 결과 없음
행 2103 | 도로명: 서울특별시 종로구 삼일대로19길16 | 지번: 서울특별시 종로구 관철동 14-1 | 사유: 검색 결과 없음
행 2104 | 도로명: 서울특별시 종로구 삼일대로19길19 | 지번: 서울특별시 종로구 관철동 13-22 | 사유: 검색 결과 없음
행 2105 | 도로명: 서울특별시 종로구 삼일대로19길24 | 지번: 서울특별시 종로구 관철동 14-7 | 사유: 검색 결과 없음
행 2106 | 도로명: 서울특별시 종로구 삼일대로19길6 | 지번: 서울특별시 종로구 관철동 13-22 | 사유: 검색 결과 없음
행 2107 | 도로명: 서울특별시 종로구 삼일대로20길15 | 지번: 서울특별시 종로구 관수동 6-3 | 사유: 검색 결과 없음
행 2108 | 도로명: 서울특별시 종로구 삼일대로20길17 | 지번: 서울특별시 종로구 관수동 3-3 | 사유: 검색 결과 없음
행 2109 | 도로명: 서울특별시 종로구 삼일대로26길17 | 지번: 서울특별시 종로구 낙원동 86-2 | 사유: 검색 결과 없음
행 2110 | 도로명: 서울특별시 종로구 삼일대로26길19 | 지번: 서울특별시 종로구 낙원동 82-9 | 사유: 검색 결과 없음
행 2111 | 도로명: 서울특별시 종로구 삼일대로26길19 | 지번: 서울특별시 종로구 낙원동 82-9 | 사유: 검색 결과 없음
행 2112 | 도로명: 서울특별시 종로구 삼일대로26길25 | 지번: 서울특별시 종로구 낙원동 82-8 | 사유: 검색 결과 없음
행 2113 | 도로명: 서울특별시 종로구 삼일대로28길4-5 | 지번: 서울특별시 종로구 낙원동 74-1 | 사유: 검색 결과 없음
행 2114 | 도로명: 서울특별시 종로구 삼일대로28길7 | 지번: 서울특별시 종로구 낙원동 51-2 | 사유: 검색 결과 없음
행 2115 | 도로명: 서울특별시 종로구 삼일대로28길9 | 지번: 서울특별시 종로구 낙원동 54-3 | 사유: 검색 결과 없음
행 2116 | 도로명: 서울특별시 종로구 삼일대로30길10-4 | 지번: 서울특별시 종로구 낙원동 51-2 | 사유: 검색 결과 없음
행 2117 | 도로명: 서울특별시 종로구 삼일대로30길21 | 지번: 서울특별시 종로구 익선동 34-7 | 사유: 검색 결과 없음
행 2118 | 도로명: 서울특별시 종로구 삼일대로30길21 | 지번: 서울특별시 종로구 낙원동 58-1 | 사유: 검색 결과 없음
행 2119 | 도로명: 서울특별시 종로구 삼일대로30길22 | 지번: 서울특별시 종로구 낙원동 58-8 | 사유: 검색 결과 없음
행 2120 | 도로명: 서울특별시 종로구 삼일대로30길22 | 지번: 서울특별시 종로구 낙원동 58-8 | 사유: 검색 결과 없음
행 2121 | 도로명: 서울특별시 종로구 삼일대로30길31 | 지번: 서울특별시 종로구 익선동 34-3 | 사유: 검색 결과 없음
행 2122 | 도로명: 서울특별시 종로구 삼일대로30길31 | 지번: 서울특별시 종로구 익선동 34-12 | 사유: 검색 결과 없음
행 2123 | 도로명: 서울특별시 종로구 삼일대로30길34-4 | 지번: 서울특별시 종로구 익선동 130 | 사유: 검색 결과 없음
행 2124 | 도로명: 서울특별시 종로구 삼일대로30길37 | 지번: 서울특별시 종로구 익선동 93 | 사유: 검색 결과 없음
행 2125 | 도로명: 서울특별시 종로구 삼일대로30길41 | 지번: 서울특별시 종로구 익선동 94-3 | 사유: 검색 결과 없음
행 2126 | 도로명: 서울특별시 종로구 삼일대로30길46 | 지번: 서울특별시 종로구 익선동 123-3 | 사유: 검색 결과 없음
행 2127 | 도로명: 서울특별시 종로구 삼일대로30길49 | 지번: 서울특별시 종로구 익선동 103 | 사유: 검색 결과 없음
행 2128 | 도로명: 서울특별시 종로구 삼일대로30길9 | 지번: 서울특별시 종로구 낙원동 58-1 | 사유: 검색 결과 없음
행 2129 | 도로명: 서울특별시 종로구 삼일대로30길9 | 지번: 서울특별시 종로구 낙원동 35 | 사유: 검색 결과 없음
행 2130 | 도로명: 서울특별시 종로구 삼일대로32가길12 | 지번: 서울특별시 종로구 익선동 33-15 | 사유: 검색 결과 없음
행 2131 | 도로명: 서울특별시 종로구 삼일대로32가길12-4 | 지번: 서울특별시 종로구 익선동 33-18 | 사유: 검색 결과 없음
행 2132 | 도로명: 서울특별시 종로구 삼일대로32가길12-5 | 지번: 서울특별시 종로구 익선동 33-21 | 사유: 검색 결과 없음
행 2133 | 도로명: 서울특별시 종로구 삼일대로32가길19 | 지번: 서울특별시 종로구 익선동 33-8 | 사유: 검색 결과 없음
행 2134 | 도로명: 서울특별시 종로구 삼일대로32가길23 | 지번: 서울특별시 종로구 익선동 36-1 | 사유: 검색 결과 없음
행 2135 | 도로명: 서울특별시 종로구 삼일대로32가길25 | 지번: 서울특별시 종로구 익선동 40-1 | 사유: 검색 결과 없음
행 2136 | 도로명: 서울특별시 종로구 삼일대로32가길25 | 지번: 서울특별시 종로구 익선동 36-2 | 사유: 검색 결과 없음
행 2137 | 도로명: 서울특별시 종로구 삼일대로32가길29-1 | 지번: 서울특별시 종로구 익선동 42 | 사유: 검색 결과 없음
행 2138 | 도로명: 서울특별시 종로구 삼일대로32가길29-1 | 지번: 서울특별시 종로구 익선동 40-1 | 사유: 검색 결과 없음
행 2139 | 도로명: 서울특별시 종로구 삼일대로32가길29-6 | 지번: 서울특별시 종로구 익선동 29-1 | 사유: 검색 결과 없음
행 2140 | 도로명: 서울특별시 종로구 삼일대로32가길40 | 지번: 서울특별시 종로구 익선동 76 | 사유: 검색 결과 없음
행 2141 | 도로명: 서울특별시 종로구 삼일대로32가길8 | 지번: 서울특별시 종로구 익선동 33-29 | 사유: 검색 결과 없음
행 2142 | 도로명: 서울특별시 종로구 삼일대로32길22-1 | 지번: 서울특별시 종로구 경운동 1-1 | 사유: 검색 결과 없음
행 2143 | 도로명: 서울특별시 종로구 삼일대로32길22-4 | 지번: 서울특별시 종로구 경운동 9-1 | 사유: 검색 결과 없음
행 2144 | 도로명: 서울특별시 종로구 삼일대로32길31-11 | 지번: 서울특별시 종로구 운니동 84 | 사유: 검색 결과 없음
행 2145 | 도로명: 서울특별시 종로구 삼일대로32길31-13 | 지번: 서울특별시 종로구 운니동 85-2 | 사유: 검색 결과 없음
행 2146 | 도로명: 서울특별시 종로구 삼일대로32길31-16 | 지번: 서울특별시 종로구 운니동 87-1 | 사유: 검색 결과 없음
행 2147 | 도로명: 서울특별시 종로구 삼일대로32길31-8 | 지번: 서울특별시 종로구 운니동 44-1 | 사유: 검색 결과 없음
행 2148 | 도로명: 서울특별시 종로구 삼일대로32길32-2 | 지번: 서울특별시 종로구 익선동 6 | 사유: 검색 결과 없음
행 2149 | 도로명: 서울특별시 종로구 삼일대로32길32-5 | 지번: 서울특별시 종로구 익선동 6 | 사유: 검색 결과 없음
행 2150 | 도로명: 서울특별시 종로구 삼일대로32길33 | 지번: 서울특별시 종로구 운니동 68-1 | 사유: 검색 결과 없음
행 2151 | 도로명: 서울특별시 종로구 삼일대로32길36 | 지번: 서울특별시 종로구 익선동 17 | 사유: 검색 결과 없음
행 2152 | 도로명: 서울특별시 종로구 삼일대로32길45 | 지번: 서울특별시 종로구 운니동 62-1 | 사유: 검색 결과 없음
행 2153 | 도로명: 서울특별시 종로구 삼일대로32길49-5 | 지번: 서울특별시 종로구 운니동 45-5 | 사유: 검색 결과 없음
행 2154 | 도로명: 서울특별시 종로구 삼일대로32길49-8 | 지번: 서울특별시 종로구 운니동 46-1 | 사유: 검색 결과 없음
행 2155 | 도로명: 서울특별시 종로구 삼일대로32길50-2 | 지번: 서울특별시 종로구 익선동 25 | 사유: 검색 결과 없음
행 2156 | 도로명: 서울특별시 종로구 삼일대로32길50-2 | 지번: 서울특별시 종로구 익선동 2-1 | 사유: 검색 결과 없음
행 2157 | 도로명: 서울특별시 종로구 삼일대로32길51 | 지번: 서울특별시 종로구 운니동 60 | 사유: 검색 결과 없음
행 2158 | 도로명: 서울특별시 종로구 삼일대로32길58 | 지번: 서울특별시 종로구 익선동 58-2 | 사유: 검색 결과 없음
행 2159 | 도로명: 서울특별시 종로구 삼일대로382 | 지번: 서울특별시 종로구 관철동 12-5 | 사유: 검색 결과 없음
행 2160 | 도로명: 서울특별시 종로구 삼일대로388-12 | 지번: 서울특별시 종로구 관철동 27-1 | 사유: 검색 결과 없음
행 2161 | 도로명: 서울특별시 종로구 삼일대로390-10 | 지번: 서울특별시 종로구 관철동 22 | 사유: 검색 결과 없음
행 2162 | 도로명: 서울특별시 종로구 삼일대로390-10 | 지번: 서울특별시 종로구 관철동 25-1 | 사유: 검색 결과 없음
행 2163 | 도로명: 서울특별시 종로구 삼일대로401-36 | 지번: 서울특별시 종로구 인사동 118-1 | 사유: 검색 결과 없음
행 2164 | 도로명: 서울특별시 종로구 삼일대로401-8 | 지번: 서울특별시 종로구 인사동 80-1 | 사유: 검색 결과 없음
행 2165 | 도로명: 서울특별시 종로구 삼일대로428 | 지번: 서울특별시 종로구 낙원동 260-1 | 사유: 검색 결과 없음
행 2166 | 도로명: 서울특별시 종로구 삼일대로428 | 지번: 서울특별시 종로구 낙원동 260-1 | 사유: 검색 결과 없음
행 2167 | 도로명: 서울특별시 종로구 삼일대로430 | 지번: 서울특별시 종로구 낙원동 66 | 사유: 검색 결과 없음
행 2168 | 도로명: 서울특별시 종로구 삼일대로434 | 지번: 서울특별시 종로구 낙원동 51-2 | 사유: 검색 결과 없음
행 2169 | 도로명: 서울특별시 종로구 삼일대로434-1 | 지번: 서울특별시 종로구 낙원동 49 | 사유: 검색 결과 없음
행 2170 | 도로명: 서울특별시 종로구 삼일대로440-4 | 지번: 서울특별시 종로구 낙원동 11 | 사유: 검색 결과 없음
행 2171 | 도로명: 서울특별시 종로구 삼일대로442-1 | 지번: 서울특별시 종로구 낙원동 5 | 사유: 검색 결과 없음
행 2172 | 도로명: 서울특별시 종로구 삼일대로445-4 | 지번: 서울특별시 종로구 경운동 63-9 | 사유: 검색 결과 없음
행 2173 | 도로명: 서울특별시 종로구 삼일대로445-6 | 지번: 서울특별시 종로구 경운동 64-27 | 사유: 검색 결과 없음
행 2174 | 도로명: 서울특별시 종로구 삼일대로446-15 | 지번: 서울특별시 종로구 경운동 23 | 사유: 검색 결과 없음
행 2175 | 도로명: 서울특별시 종로구 삼일대로446-19 | 지번: 서울특별시 종로구 경운동 21-2 | 사유: 검색 결과 없음
행 2176 | 도로명: 서울특별시 종로구 삼일대로446-24 | 지번: 서울특별시 종로구 낙원동 16 | 사유: 검색 결과 없음
행 2177 | 도로명: 서울특별시 종로구 삼일대로446-34 | 지번: 서울특별시 종로구 낙원동 15 | 사유: 검색 결과 없음
행 2178 | 도로명: 서울특별시 종로구 삼일대로446-34 | 지번: 서울특별시 종로구 낙원동 15 | 사유: 검색 결과 없음
행 2179 | 도로명: 서울특별시 종로구 삼일대로446-56 | 지번: 서울특별시 종로구 낙원동 22-1 | 사유: 검색 결과 없음
행 2180 | 도로명: 서울특별시 종로구 삼일대로446-58 | 지번: 서울특별시 종로구 낙원동 22-3 | 사유: 검색 결과 없음
행 2181 | 도로명: 서울특별시 종로구 삼일대로446-6 | 지번: 서울특별시 종로구 낙원동 13 | 사유: 검색 결과 없음
행 2182 | 도로명: 서울특별시 종로구 삼일대로446-62 | 지번: 서울특별시 종로구 낙원동 20 | 사유: 검색 결과 없음
행 2183 | 도로명: 서울특별시 종로구 삼일대로447 | 지번: 서울특별시 종로구 경운동 63-7 | 사유: 검색 결과 없음
행 2184 | 도로명: 서울특별시 종로구 삼일대로454 | 지번: 서울특별시 종로구 경운동 2 | 사유: 검색 결과 없음
행 2185 | 도로명: 서울특별시 종로구 삼일대로454 | 지번: 서울특별시 종로구 경운동 2 | 사유: 검색 결과 없음
행 2186 | 도로명: 서울특별시 종로구 삼일대로457 | 지번: 서울특별시 종로구 경운동 85 | 사유: 검색 결과 없음
행 2187 | 도로명: 서울특별시 종로구 삼일대로457 | 지번: 서울특별시 종로구 경운동 85 | 사유: 검색 결과 없음
